row_number,validation_status,validation_errors,validation_warnings,source_observation,import_action,existing_in_supabase,exclusion_reason,SKU_COMPLETE,FAMILY_CODE,REF_CODE,VERSION_CODE,COLOR_CODE,SAP_DESCRIPTION,PRODUCT_TYPE,DESIGNATION,PRODUCT_NAME,WIDTH_CM,DEPTH_CM,HEIGHT_CM,WEIGHT_KG,UNIT_OF_MEASURE,REF_ATTR_rh,REF_ATTR_carb2,REF_ATTR_bisagras,REF_ATTR_canto_puertas,REF_ATTR_accessory_text,REF_ATTR_armado_con_lvm,REF_ATTR_door_color_text,REF_ATTR_product_type,REF_ATTR_assembled_flag,VERSION_ATTR_isometric_path,VERSION_ATTR_isometric_asset_id,VERSION_ATTR_private_label_flag,VERSION_ATTR_private_label_client_id,VERSION_ATTR_private_label_client_name,VERSION_ATTR_accessory_text,RH,CARB2,PUR,RH_SOURCE,CARB2_SOURCE,PUR_SOURCE,RH_VALIDATION,CARB2_VALIDATION,PUR_VALIDATION,NAME_ES_CURRENT_OR_GENERATED,NAME_EN_CURRENT_OR_GENERATED,NAME_ES_REQUIRES_REVIEW,NAME_EN_REQUIRES_REVIEW,NAME_GENERATION_NOTES,ISOMETRIC_SOURCE_PATH,ISOMETRIC_TARGET_PATH,ISOMETRIC_ASSET_ID,ISOMETRIC_STATUS,ISOMETRIC_NOTES,existing_family_id,existing_product_reference_id,existing_product_version_id,existing_color_id,matched_reference_base,matched_version,matched_color,create_family,create_reference,create_version,create_color,create_sku,reuse_existing_family,reuse_existing_reference,reuse_existing_version,reuse_existing_color
324,PENDIENTE,,,,CREAR,NO,,VCOC01-0168-000-0437,COC01,0168,000,0437,MUEBLE COCINA SUP JADE 200X60 BLANCO RH-SODER/MALI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
325,PENDIENTE,,,,CREAR,NO,,VCOC01-0168-000-0439,COC01,0168,000,0439,MUEBLE COCINA SUP JADE 200X60 BLANCO RH-MITTE/TAMBO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
326,PENDIENTE,,,,CREAR,NO,,VCOC01-0168-000-1361,COC01,0168,000,1361,MUEBLE COCINA SUP  JADE 200X60 BLANCO RH-JAYKA PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
327,PENDIENTE,,,,CREAR,NO,,VCOC01-0172-000-0321,COC01,0172,000,0321,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-SODER/MALI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
328,PENDIENTE,,,,CREAR,NO,,VCOC01-0172-000-0322,COC01,0172,000,0322,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-GRACIA/SIKUANI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
329,PENDIENTE,,,,CREAR,NO,,VCOC01-0172-000-0323,COC01,0172,000,0323,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-AUSTRAL PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
330,PENDIENTE,,,,CREAR,NO,,VCOC01-0172-000-0324,COC01,0172,000,0324,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-MITTE/TAMBO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
331,PENDIENTE,,,,CREAR,NO,,VCOC01-0173-000-0321,COC01,0173,000,0321,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-SODER/MALI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
332,PENDIENTE,,,,CREAR,NO,,VCOC01-0173-000-0322,COC01,0173,000,0322,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-GRACIA/SIKUANI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
333,PENDIENTE,,,,CREAR,NO,,VCOC01-0173-000-0323,COC01,0173,000,0323,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-AUSTRAL PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
334,PENDIENTE,,,,CREAR,NO,,VCOC01-0173-000-0324,COC01,0173,000,0324,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-MITTE/TAMBO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
335,PENDIENTE,,,,CREAR,NO,,VCOC01-0174-000-0321,COC01,0174,000,0321,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-SODER/MALI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
336,PENDIENTE,,,,CREAR,NO,,VCOC01-0174-000-0322,COC01,0174,000,0322,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-GRACIA/SIKUANI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
337,PENDIENTE,,,,CREAR,NO,,VCOC01-0174-000-0323,COC01,0174,000,0323,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-AUSTRAL PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
338,PENDIENTE,,,,CREAR,NO,,VCOC01-0174-000-0324,COC01,0174,000,0324,MUEBLE SUPERIOR COCINA GEOS RETAIL 210X60 BLANCO RH-MITTE/TAMBO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
339,PENDIENTE,,,,CREAR,NO,,VCOC01-0175-000-0321,COC01,0175,000,0321,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-SODER/MALI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
340,PENDIENTE,,,,CREAR,NO,,VCOC01-0175-000-0322,COC01,0175,000,0322,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-GRACIA/SIKUANI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
341,PENDIENTE,,,,CREAR,NO,,VCOC01-0175-000-0323,COC01,0175,000,0323,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-AUSTRAL PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
342,PENDIENTE,,,,CREAR,NO,,VCOC01-0175-000-0324,COC01,0175,000,0324,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-MITTE/TAMBO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
343,PENDIENTE,,,,CREAR,NO,,VCOC01-0176-000-0321,COC01,0176,000,0321,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-SODER/MALI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
344,PENDIENTE,,,,CREAR,NO,,VCOC01-0176-000-0322,COC01,0176,000,0322,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-GRACIA/SIKUANI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
345,PENDIENTE,,,,CREAR,NO,,VCOC01-0176-000-0323,COC01,0176,000,0323,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-AUSTRAL PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
346,PENDIENTE,,,,CREAR,NO,,VCOC01-0176-000-0324,COC01,0176,000,0324,MUEBLE INFERIOR COCINA GEOS RETAIL HORNO 210X60 BLANCO RH-MITTE/TAMBO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
347,PENDIENTE,,,,CREAR,NO,,VCOC01-0183-000-0100,COC01,0183,000,0100,RH MUEBLE INFERIOR COCINA ZAREL FPK 150X60CM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
348,PENDIENTE,,,,CREAR,NO,,VCOC01-0184-000-0100,COC01,0184,000,0100,RH MUEBLE SUPERIOR COCINA ZAREL FPK 150X60CM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
349,PENDIENTE,,,,CREAR,NO,,VCOC01-0189-000-0321,COC01,0189,000,0321,MUEBLE BARRA COCINA AMBAR 120x55CM CANTO 2MM BLANCO RH/SODER-MALI,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
350,PENDIENTE,,,,CREAR,NO,,VCOC01-0189-000-0322,COC01,0189,000,0322,MUEBLE BARRA COCINA AMBAR 120x55CM CANTO 2MM BLANCO RH/NOLA-GRACIA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
351,PENDIENTE,,,,CREAR,NO,,VCOC01-0189-000-0323,COC01,0189,000,0323,MUEBLE BARRA COCINA AMBAR 120x55CM CANTO 2MM BLANCO RH/AUSTRAL,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
352,PENDIENTE,,,,CREAR,NO,,VCOC01-0189-000-0324,COC01,0189,000,0324,MUEBLE BARRA COCINA AMBAR 120x55CM CANTO 2MM BLANCO RH/MITTE-TAMBO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
353,PENDIENTE,,,,CREAR,NO,,VCOC01-0190-000-0321,COC01,0190,000,0321,MUEBLE INFERIOR COCINA VIVE 150X55CM BLANCO RH/SODER-MALI,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
354,PENDIENTE,,,,CREAR,NO,,VCOC01-0190-000-0322,COC01,0190,000,0322,MUEBLE INFERIOR COCINA VIVE 150X55CM BLANCO RH/NOLA-GRACIA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
355,PENDIENTE,,,,CREAR,NO,,VCOC01-0190-000-0323,COC01,0190,000,0323,MUEBLE INFERIOR COCINA VIVE 150X55CM BLANCO RH/AUSTRAL,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
356,PENDIENTE,,,,CREAR,NO,,VCOC01-0190-000-0324,COC01,0190,000,0324,MUEBLE INFERIOR COCINA VIVE 150X55CM BLANCO RH/MITTE-TAMBO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
357,PENDIENTE,,,,CREAR,NO,,VCOC01-0191-000-0321,COC01,0191,000,0321,MBLE INF COCINA ZAFIRO 180X60 BLANCO RH/SODER-MALI,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
358,PENDIENTE,,,,CREAR,NO,,VCOC01-0191-000-0322,COC01,0191,000,0322,MBLE INF COCINA ZAFIRO 180X60 BLANCO RH/NOLA-GRACIA,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
359,PENDIENTE,,,,CREAR,NO,,VCOC01-0191-000-0323,COC01,0191,000,0323,MBLE INF COCINA ZAFIRO 180X60 BLANCO RH/AUSTRAL,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
360,PENDIENTE,,,,CREAR,NO,,VCOC01-0191-000-0324,COC01,0191,000,0324,MBLE INF COCINA ZAFIRO 180X60 BLANCO RH/MITTE-TAMBO,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
361,PENDIENTE,,,,CREAR,NO,,VCOC01-0192-000-0321,COC01,0192,000,0321,MBLE SUP COCINA ZAFIRO 180X60 PARA CAMPANA BLANCO RH/SODER-MALI,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
362,PENDIENTE,,,,CREAR,NO,,VCOC01-0192-000-0322,COC01,0192,000,0322,MBLE SUP COCINA ZAFIRO 180X60 PARA CAMPANA BLANCO RH/NOLA-GRACIA,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
363,PENDIENTE,,,,CREAR,NO,,VCOC01-0192-000-0323,COC01,0192,000,0323,MBLE SUP COCINA ZAFIRO 180X60 PARA CAMPANA BLANCO RH/AUSTRAL,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
364,PENDIENTE,,,,CREAR,NO,,VCOC01-0192-000-0324,COC01,0192,000,0324,MBLE SUP COCINA ZAFIRO 180X60 PARA CAMPANA BLANCO RH/MITTE-TAMBO,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
365,PENDIENTE,,,,CREAR,NO,,VCOC01-0193-000-0321,COC01,0193,000,0321,MBLE SUP COCINA ZAFIRO 180X60 PARA MICROONDAS BLANCO RH/SODER-MALI,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
366,PENDIENTE,,,,CREAR,NO,,VCOC01-0193-000-0322,COC01,0193,000,0322,MBLE SUP COCINA ZAFIRO 180X60 PARA MICROONDAS BLANCO RH/NOLA-GRACIA,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
367,PENDIENTE,,,,CREAR,NO,,VCOC01-0193-000-0323,COC01,0193,000,0323,MBLE SUP COCINA ZAFIRO 180X60 PARA MICROONDAS BLANCO RH/AUSTRAL,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
368,PENDIENTE,,,,CREAR,NO,,VCOC01-0193-000-0324,COC01,0193,000,0324,MBLE SUP COCINA ZAFIRO 180X60 PARA MICROONDAS BLANCO RH/MITTE-TAMBO,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
369,PENDIENTE,,,,CREAR,NO,,VCOC01-0197-000-0321,COC01,0197,000,0321,KIT COCINA OBRA 120X55 PARA REBANCO BLANCO RH/SODER-MALI,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
370,PENDIENTE,,,,CREAR,NO,,VCOC01-0197-000-0322,COC01,0197,000,0322,KIT COCINA OBRA 120X55 PARA REBANCO BLANCO RH/NOLA-GRACIA,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
371,PENDIENTE,,,,CREAR,NO,,VCOC01-0197-000-0323,COC01,0197,000,0323,KIT COCINA OBRA 120X55 PARA REBANCO BLANCO RH/AUSTRAL,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
372,PENDIENTE,,,,CREAR,NO,,VCOC01-0197-000-0324,COC01,0197,000,0324,KIT COCINA OBRA 120X55 PARA REBANCO BLANCO RH/MITTE-TAMBO,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
373,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-000-0321,COC01,0198,000,0321,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/ SODER-MALI,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
374,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-000-0322,COC01,0198,000,0322,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/ NOLA-GRACIA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
375,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-000-0323,COC01,0198,000,0323,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/AUSTRAL,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
376,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-000-0324,COC01,0198,000,0324,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/MITTE-TAMBO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
377,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-KND-0321,COC01,0198,KND,0321,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/ SODER-MALI-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
378,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-KND-1342,COC01,0198,KND,1342,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/ CANDELARIA AMAZONAS-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
379,PENDIENTE,,,,CREAR,NO,,VCOC01-0198-KND-1371,COC01,0198,KND,1371,MUEBLE SUPERIOR COCINA CORAL 180CM BLANCO RH/ NARDO-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
380,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-000-0321,COC01,0199,000,0321,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/SODER-MALI,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
381,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-000-0322,COC01,0199,000,0322,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/NOLA-GRACIA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
382,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-000-0323,COC01,0199,000,0323,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/AUSTRAL,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
383,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-000-0324,COC01,0199,000,0324,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/ MITTE-TAMBO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
384,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-KND-0321,COC01,0199,KND,0321,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/SODER-MALI-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
385,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-KND-0324,COC01,0199,KND,0324,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/ MITTE-TAMBO-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
386,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-KND-1342,COC01,0199,KND,1342,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/CANDELARIA AMAZONAS-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
